id;federal_subject;boundary_name
00000000571803;Краснодарский край;Новосибирская область
00000000571806;Краснодарский край;Алтайский край
00000000571807;Краснодарский край;Новосибирская область
00000000571812;Краснодарский край;Алтайский край
00000000571816;Краснодарский край;Самарская область
00000000571819;Краснодарский край;Новосибирская область
00000000571821;Краснодарский край;Самарская область
00000000571823;Краснодарский край;Москва
00000000571825;Краснодарский край;Республика Дагестан
00000000571826;Краснодарский край;Новосибирская область
00000000571833;Краснодарский край;Ставропольский край
00000000571835;Краснодарский край;Новосибирская область
00000000571837;Краснодарский край;Алтайский край
00000000571841;Краснодарский край;Ставропольский край
00000000571847;Краснодарский край;Алтайский край
00000000571855;Краснодарский край;Новосибирская область
00000000571884;Краснодарский край;Ставропольский край
00000000571889;Краснодарский край;Новосибирская область
00000000571901;Тамбовская область;Самарская область
00000000571955;Республика Адыгея;Новосибирская область
00000000571958;Тамбовская область;Иркутская область
00000000571976;Санкт-Петербург;Ленинградская область
00000000571978;Московская область;Нижегородская область
00000000572022;Санкт-Петербург;Челябинская область
00000000572098;Новосибирская область;Республика Дагестан
00000000572108;Новосибирская область;Ставропольский край
00000000572133;Московская область;Москва
00000000572226;Нижегородская область;Ставропольский край
00000000572227;Нижегородская область;Краснодарский край
00000000572232;Липецкая область;Московская область
00000000572267;Севастополь;Севастополь
00000000572275;Новосибирская область;Санкт-Петербург
00000000572277;Новосибирская область;Санкт-Петербург
00000000572357;Ставропольский край;Алтайский край
00000000572364;Нижегородская область;Республика Мордовия
00000000572455;Республика Мордовия;Новосибирская область
00000000572462;Пензенская область;Алтайский край
00000000572476;Воронежская область;Новосибирская область
00000000572504;Воронежская область;Москва
00000000572509;Пензенская область;Республика Дагестан
00000000572510;Пензенская область;Ставропольский край
00000000572511;Воронежская область;Республика Дагестан
00000000572516;Пензенская область;Ставропольский край
00000000572522;Воронежская область;Москва
00000000572533;Пензенская область;Новосибирская область
00000000572552;Республика Мордовия;Санкт-Петербург
00000000572564;Республика Мордовия;Алтайский край
00000000572581;Воронежская область;Ставропольский край
00000000572585;Воронежская область;Республика Дагестан
00000000572607;Воронежская область;Москва
00000000572619;Воронежская область;Алтайский край
00000000572630;Пензенская область;Ставропольский край
00000000572631;Воронежская область;Москва
00000000572635;Республика Мордовия;Кемеровская область
00000000572637;Республика Мордовия;Волгоградская область
00000000572659;Республика Мордовия;Иркутская область
00000000572670;Пензенская область;Новосибирская область
00000000572671;Пензенская область;Алтайский край
00000000572680;Воронежская область;Москва
00000000572692;Республика Мордовия;Астраханская область
00000000572693;Республика Мордовия;Алтайский край
00000000572718;Пензенская область;Алтайский край
00000000572721;Воронежская область;Алтайский край
00000000572735;Пензенская область;Новосибирская область
00000000572746;Воронежская область;Москва
00000000572751;Воронежская область;Москва
00000000572761;Воронежская область;Москва
00000000572768;Воронежская область;Москва
00000000572793;Республика Мордовия;Новосибирская область
00000000572795;Воронежская область;Москва
00000000572808;Республика Мордовия;Алтайский край
00000000572816;Воронежская область;Республика Дагестан
00000000572835;Пензенская область;Алтайский край
00000000572840;Республика Мордовия;Республика Карелия
00000000572869;Пензенская область;Алтайский край
00000000572875;Воронежская область;Москва
00000000572887;Воронежская область;Ставропольский край
00000000572900;Воронежская область;Москва
00000000572906;Воронежская область;Свердловская область
00000000572924;Воронежская область;Республика Дагестан
00000000572936;Пензенская область;Иркутская область
00000000572937;Республика Мордовия;Алтайский край
00000000572960;Москва;Московская область
00000000572999;Пензенская область;Алтайский край
00000000573000;Республика Мордовия;Алтайский край
00000000573006;Республика Мордовия;Республика Дагестан
00000000573015;Пензенская область;Воронежская область
00000000573022;Пензенская область;Иркутская область
00000000573031;Республика Мордовия;Ленинградская область
00000000573038;Республика Мордовия;Свердловская область
00000000573061;Пензенская область;Калужская область
00000000573086;Республика Мордовия;Москва
00000000573091;Пензенская область;Алтайский край
00000000573097;Пензенская область;Новосибирская область
00000000573102;Пензенская область;Ставропольский край
00000000573128;Москва;Вологодская область
00000000573156;Москва;Московская область
00000000573193;Омская область;Новосибирская область
00000000573205;Краснодарский край;Алтайский край
00000000573223;Московская область;Москва
00000000573290;Ульяновская область;Ставропольский край
00000000573355;Севастополь;Севастополь
00000000573406;Санкт-Петербург;Удмуртская республика
00000000573547;Тюменская область;Самарская область
00000000573570;Севастополь;Севастополь
00000000573573;Тверская область;Владимирская область
00000000573575;Севастополь;Севастополь
00000000573586;Севастополь;Севастополь
00000000573598;Краснодарский край;Нижегородская область
00000000573610;Севастополь;Севастополь
00000000573625;Московская область;Республика Дагестан
00000000573653;Липецкая область;Республика Татарстан
00000000573663;Липецкая область;Республика Татарстан
00000000573666;Липецкая область;Республика Татарстан
00000000573672;Липецкая область;Республика Татарстан
00000000573680;Липецкая область;Республика Татарстан
00000000573683;Липецкая область;Республика Татарстан
00000000573685;Липецкая область;Республика Татарстан
00000000573690;Липецкая область;Республика Мордовия
00000000573695;Липецкая область;Республика Татарстан
00000000573696;Липецкая область;Республика Татарстан
00000000573715;Липецкая область;Республика Татарстан
00000000573727;Липецкая область;Кемеровская область
00000000573777;Севастополь;Ставропольский край
00000000573780;Севастополь;Севастополь
00000000573810;Севастополь;Севастополь
00000000573843;Ямало-Ненецкий автономный округ;Москва
00000000573859;Воронежская область;Москва
00000000573861;Ярославская область;Республика Татарстан
00000000573863;Ярославская область;Республика Татарстан
00000000573864;Ярославская область;Республика Татарстан
00000000573865;Ярославская область;Республика Татарстан
00000000573866;Ярославская область;Республика Татарстан
00000000573867;Ярославская область;Республика Татарстан
00000000573888;Красноярский край;Калининградская область
00000000573911;Севастополь;Севастополь
00000000573944;Севастополь;Севастополь
00000000573987;Московская область;Москва
00000000573988;Московская область;Москва
00000000574074;Санкт-Петербург;Иркутская область
00000000574088;Новосибирская область;Свердловская область
00000000574115;Московская область;Иркутская область
00000000574152;Краснодарский край;Москва
00000000574155;Севастополь;Москва
00000000574169;Республика Калмыкия;Волгоградская область
00000000574176;Республика Северная Осетия — Алания;Ставропольский край
00000000574177;Республика Северная Осетия — Алания;Новосибирская область
00000000574182;Республика Северная Осетия — Алания;Алтайский край
00000000574201;Ставропольский край;Алтайский край
00000000574209;Карачаево-Черкесская республика;Алтайский край
00000000574215;Ставропольский край;Новосибирская область
00000000574216;Ставропольский край;Чеченская республика
00000000574218;Ставропольский край;Республика Дагестан
00000000574222;Ставропольский край;Новосибирская область
00000000574224;Ставропольский край;Новосибирская область
00000000574280;Севастополь;Севастополь
00000000574294;Тверская область;Ленинградская область
00000000574295;Московская область;Тульская область
00000000574310;Севастополь;Севастополь
00000000574400;Санкт-Петербург;Ханты-Мансийский автономный округ — Югра
00000000574430;Ярославская область;Республика Татарстан
00000000574434;Ярославская область;Новгородская область
00000000574442;Ярославская область;Ленинградская область
00000000574443;Ярославская область;Орловская область
00000000574444;Ярославская область;Республика Татарстан
00000000574446;Ярославская область;Самарская область
00000000574448;Ярославская область;Республика Мордовия
00000000574507;Алтайский край;Саратовская область
00000000574516;Ярославская область;Москва
00000000574518;Ярославская область;Новосибирская область
00000000574524;Ярославская область;не найдено
00000000574530;Ярославская область;Москва
00000000574532;Ярославская область;Ленинградская область
00000000574706;Республика Татарстан;Республика Дагестан
00000000574738;Москва;Республика Дагестан
00000000574752;Омская область;Ростовская область
00000000574755;Архангельская область;Новгородская область
00000000574764;Московская область;Санкт-Петербург
00000000574821;Красноярский край;Республика Дагестан
00000000574822;Красноярский край;Ставропольский край
00000000574967;Краснодарский край;Новосибирская область
00000000575065;Московская область;Москва
00000000575088;Республика Башкортостан;Свердловская область
00000000575095;Ханты-Мансийский автономный округ - Югра;Иркутская область
00000000575097;Ямало-Ненецкий автономный округ;Республика Дагестан
00000000575151;Республика Крым;Челябинская область
00000000575175;Краснодарский край;Алтайский край
00000000575280;Санкт-Петербург;Челябинская область
00000000575286;Ставропольский край;Республика Дагестан
00000000281484;Краснодарский край;Ставропольский край
00000000281962;Республика Коми;Челябинская область
00000000282860;РФ;Нижегородская область
00000000282882;РФ;Удмуртская республика
00000000283499;Волгоградская область;Воронежская область
00000000283564;Ярославская область;Тверская область
00000000283586;РФ;Ульяновская область
00000000283804;Воронежская область;Москва
00000000283814;Воронежская область;Москва
00000000283817;Воронежская область;Санкт-Петербург
00000000284001;Воронежская область;Москва
00000000284528;Ивановская область;Алтайский край
00000000284777;Ростовская область;Краснодарский край
00000000284835;Ростовская область;Ленинградская область
00000000285287;РФ;Самарская область
00000000285484;Московская область;Москва
00000000285797;Республика Татарстан;Москва
00000000285981;Саратовская область;Республика Мордовия
00000000286054;Самарская область;Воронежская область
00000000286569;РФ;Свердловская область
00000000286783;Томская область;Самарская область
00000000286915;Воронежская область;Санкт-Петербург
00000000287104;Краснодарский край;Ставропольский край
00000000287138;Краснодарский край;Волгоградская область
00000000287159;Краснодарский край;Ростовская область
00000000287168;Республика Татарстан;Республика Дагестан
00000000287171;Республика Татарстан;Тюменская область
00000000287174;Республика Татарстан;Иркутская область
00000000287175;Республика Татарстан;Челябинская область
00000000287302;Нижегородская область;Чувашская республика
00000000287911;РФ;Ханты-Мансийский автономный округ — Югра
00000000288844;РФ;Ростовская область
00000000289335;Республика Крым;Калининградская область
00000000289783;Ростовская область;Хабаровский край
00000000289919;Московская область;Кемеровская область
00000000290124;Краснодарский край;Москва
00000000290128;РФ;Ростовская область
00000000290216;Тверская область;Алтайский край
00000000290748;Иркутская область;Тверская область
00000000291492;Краснодарский край;Саратовская область
00000000292038;Московская область;Москва
00000000292083;Ставропольский край;Новосибирская область
00000000292085;Ставропольский край;Алтайский край
00000000292096;Москва;Пермский край
00000000292288;Республика Хакасия;Ростовская область
00000000292755;Московская область;Томская область
00000000292758;Московская область;Иркутская область
00000000292777;РФ;Ростовская область
00000000293371;Севастополь;Севастополь
00000000294030;Белгородская область;Республика Дагестан
00000000294472;Красноярский край;Калужская область
00000000294853;РФ;Ростовская область
00000000295534;Тамбовская область;Кировская область
00000000295625;Ямало-Ненецкий автономный округ;не найдено
00000000295877;Ненецкий автономный округ;не найдено
00000000295878;РФ;не найдено
00000000295879;Ненецкий автономный округ;Томская область
00000000295881;Ненецкий автономный округ;не найдено
00000000295882;Ненецкий автономный округ;не найдено
00000000295884;Ненецкий автономный округ;не найдено
00000000295911;Калининградская область;Саратовская область
00000000295924;Ямало-Ненецкий автономный округ;не найдено
00000000295941;РФ;Ханты-Мансийский автономный округ — Югра
00000000295943;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295947;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295949;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295954;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295956;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295957;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295959;Ханты-Мансийский автономный округ - Югра;не найдено
00000000295973;Самарская область;Ставропольский край
00000000295975;Пермский край;не найдено
00000000296118;Пермский край;Алтайский край
00000000296124;Пермский край;Ставропольский край
00000000296224;Вологодская область;Новгородская область
00000000297206;Севастополь;Ставропольский край
00000000297239;РФ;Чувашская республика
00000000297305;Челябинская область;Республика Дагестан
00000000297772;Воронежская область;Москва
00000000297864;Воронежская область;Москва
00000000298036;Москва;Пермский край
00000000298914;Ленинградская область;Иркутская область
00000000299144;Москва;Московская область
00000000299294;Иркутская область;Свердловская область
00000000299589;Оренбургская область;Москва
00000000299668;Краснодарский край;Новосибирская область
00000000299986;Омская область;Калининградская область
00000000300361;Ростовская область;Саратовская область
00000000300482;РФ;Кемеровская область
00000000300510;Краснодарский край;Алтайский край
00000000300794;Самарская область;Республика Дагестан
00000000301223;Краснодарский край;Новосибирская область
00000000301270;Московская область;Москва
00000000301298;Республика Татарстан;Республика Башкортостан
00000000301475;Краснодарский край;Самарская область
00000000301480;Краснодарский край;Самарская область
00000000301484;Краснодарский край;Новосибирская область
00000000301485;Краснодарский край;Москва
00000000301641;Нижегородская область;не найдено
00000000302553;Краснодарский край;Республика Дагестан
00000000303252;Краснодарский край;Алтайский край
00000000303264;Ростовская область;Алтайский край
00000000303269;Ростовская область;Санкт-Петербург
00000000303275;Ростовская область;Краснодарский край
00000000303277;Ростовская область;Тамбовская область
00000000303306;Ростовская область;Республика Калмыкия
00000000303317;Ростовская область;Брянская область
00000000303370;Ставропольский край;Москва
00000000303380;РФ;Республика Мордовия
00000000303382;Тверская область;Новосибирская область
00000000303384;Тверская область;Алтайский край
00000000303385;Тверская область;Алтайский край
00000000303386;Костромская область;Ставропольский край
00000000303387;Костромская область;Ставропольский край
00000000303389;Тверская область;Ставропольский край
00000000303456;Орловская область;Астраханская область
00000000303463;Краснодарский край;Новосибирская область
00000000303469;Краснодарский край;Алтайский край
00000000303472;Краснодарский край;Алтайский край
00000000303480;Краснодарский край;Новосибирская область
00000000303483;Краснодарский край;Новосибирская область
00000000303488;Краснодарский край;Алтайский край
00000000303492;Краснодарский край;Алтайский край
00000000303495;Краснодарский край;Новосибирская область
00000000303501;Краснодарский край;Новосибирская область
00000000303506;Краснодарский край;Новосибирская область
00000000303507;Краснодарский край;Новосибирская область
00000000303509;Краснодарский край;Москва
00000000303512;Краснодарский край;Ставропольский край
00000000303557;Республика Марий Эл;Ставропольский край
00000000303563;Чувашская республика;Новосибирская область
00000000303572;Кировская область;Ростовская область
00000000303595;Москва;Московская область
00000000303756;Архангельская область;Новосибирская область
00000000303773;Республика Адыгея;Ставропольский край
00000000303774;Республика Адыгея;Алтайский край
00000000303775;Краснодарский край;Алтайский край
00000000303776;Республика Адыгея;Алтайский край
00000000303783;Краснодарский край;Алтайский край
00000000303784;Краснодарский край;Самарская область
00000000303787;Республика Адыгея;Москва
00000000303789;Мурманская область;Краснодарский край
00000000303809;Московская область;Камчатский край
00000000303814;Москва;Республика Дагестан
00000000303863;Краснодарский край;Новосибирская область
00000000303921;Брянская область;Новосибирская область
00000000303924;Брянская область;Алтайский край
00000000303925;Брянская область;Алтайский край
00000000303974;Астраханская область;Москва
00000000303982;Тамбовская область;Ставропольский край
00000000303989;Самарская область;Москва
00000000303999;Самарская область;Москва
00000000304010;Самарская область;Иркутская область
00000000304089;РФ;Республика Дагестан
00000000304108;Ставропольский край;Алтайский край
00000000304109;Ставропольский край;Республика Дагестан
00000000304111;Ставропольский край;Алтайский край
00000000304114;Ставропольский край;Алтайский край
00000000304122;Кабардино-Балкарская республика;Республика Дагестан
00000000304124;Республика Северная Осетия — Алания;Новосибирская область
00000000304132;Карачаево-Черкесская республика;Алтайский край
00000000304270;Республика Крым;Республика Дагестан
00000000305436;РФ;Республика Северная Осетия — Алания
00000000305594;Республика Саха (Якутия);Ростовская область
00000000305971;Республика Саха (Якутия);Москва
00000000306065;Московская область;Москва
00000000306180;РФ;Москва
00000000306380;Вологодская область;Алтайский край
00000000306996;Белгородская область;Алтайский край
00000000307007;Краснодарский край;Кемеровская область
00000000307811;Московская область;Ярославская область
00000000308239;Алтайский край;Пермский край
00000000308293;РФ;Республика Саха (Якутия)
00000000308409;Калужская область;Пензенская область
00000000308446;Липецкая область;Ставропольский край
00000000308687;Чувашская республика;Новосибирская область
00000000309242;Краснодарский край;Новосибирская область
00000000309254;Краснодарский край;Алтайский край
00000000309277;Краснодарский край;Алтайский край
00000000309412;Архангельская область;Новосибирская область
00000000310192;Томская область;Московская область
00000000310369;Тверская область;Алтайский край
00000000311372;Москва;Саратовская область
00000000312689;Московская область;Псковская область
00000000312711;Республика Коми;Новгородская область
00000000312924;Республика Коми;Новгородская область
00000000313076;Кировская область;Воронежская область
00000000313154;Республика Коми;Новгородская область
00000000313265;Вологодская область;Новгородская область
00000000313279;Вологодская область;Новгородская область
00000000313296;Вологодская область;Новгородская область
00000000313310;Ярославская область;Новгородская область
00000000313406;Вологодская область;Новгородская область
00000000313639;РФ;Московская область
00000000314015;Московская область;Пермский край
00000000314748;Ямало-Ненецкий автономный округ;Ростовская область
00000000314749;Ямало-Ненецкий автономный округ;Ростовская область
00000000314763;Ямало-Ненецкий автономный округ;Ростовская область
00000000316912;Иркутская область;Нижегородская область
00000000317085;Чувашская республика;Ростовская область
00000000317485;Оренбургская область;Новосибирская область
00000000317513;Оренбургская область;Новосибирская область
00000000317559;РФ;Республика Коми
00000000317838;Оренбургская область;Приморский край
00000000317872;Республика Коми;Ханты-Мансийский автономный округ — Югра
00000000317876;Вологодская область;Пермский край
00000000317893;РФ;Новгородская область
00000000317922;Оренбургская область;Республика Татарстан
00000000318096;Севастополь;Москва
00000000319090;Москва;Краснодарский край
00000000320298;Приморский край;Свердловская область
00000000320775;Республика Адыгея;Республика Саха (Якутия)
00000000321362;Ленинградская область;Иркутская область
00000000322213;Ростовская область;Ставропольский край
00000000322216;Новгородская область;Московская область
00000000322231;Республика Коми;Пермский край
00000000322232;Краснодарский край;Новосибирская область
00000000322239;Краснодарский край;Новосибирская область
00000000322247;Краснодарский край;Москва
00000000322506;Липецкая область;Республика Татарстан
00000000322515;Липецкая область;Республика Татарстан
00000000322762;Иркутская область;Ленинградская область
00000000323042;Воронежская область;Алтайский край
00000000323058;Воронежская область;Кемеровская область
00000000323076;Воронежская область;Новосибирская область
00000000323078;Воронежская область;Москва
00000000323538;Оренбургская область;Ханты-Мансийский автономный округ — Югра
00000000324231;Краснодарский край;Алтайский край
00000000324237;Краснодарский край;Алтайский край
00000000324240;Ульяновская область;Калининградская область
00000000325281;Пермский край;Московская область
00000000325371;Пензенская область;Ульяновская область
00000000325765;Оренбургская область;Челябинская область
00000000326946;Белгородская область;Республика Дагестан
00000000326962;Севастополь;Севастополь
00000000327218;Оренбургская область;Красноярский край
00000000327647;Калининградская область;Чувашская республика
00000000327745;РФ;Ханты-Мансийский автономный округ — Югра
00000000327990;Краснодарский край;Воронежская область
00000000327993;Краснодарский край;Москва
00000000328002;Краснодарский край;Алтайский край
00000000328453;Оренбургская область;Республика Алтай
00000000328459;Оренбургская область;Республика Татарстан
00000000328558;Оренбургская область;Алтайский край
00000000328559;Оренбургская область;Пермский край
00000000328560;Оренбургская область;Республика Татарстан
00000000328561;Оренбургская область;Республика Татарстан
00000000328563;РФ;Республика Татарстан
00000000328568;Оренбургская область;Тверская область
00000000328578;Оренбургская область;Республика Татарстан
00000000328581;РФ;Ханты-Мансийский автономный округ — Югра
00000000328852;Санкт-Петербург;Челябинская область
00000000329034;Оренбургская область;Ханты-Мансийский автономный округ — Югра
00000000329079;Оренбургская область;Ханты-Мансийский автономный округ — Югра
00000000329585;Ставропольский край;Республика Дагестан
00000000330485;Свердловская область;Республика Дагестан
00000000330864;Челябинская область;Самарская область
00000000331038;Калужская область;Волгоградская область
00000000331054;Оренбургская область;Томская область
00000000331285;Чувашская республика;Ставропольский край
00000000331874;Свердловская область;Ставропольский край
00000000331990;Челябинская область;Ростовская область
00000000332071;Свердловская область;Новосибирская область
00000000332952;Воронежская область;Москва
00000000333195;Ивановская область;Тверская область
00000000334231;Оренбургская область;Республика Татарстан
00000000334427;Оренбургская область;Республика Татарстан
00000000334532;Санкт-Петербург;Волгоградская область
00000000334626;Челябинская область;Москва
00000000334988;Астраханская область;Ленинградская область
00000000335402;Оренбургская область;Алтайский край
00000000335779;Смоленская область;Алтайский край
00000000335791;Ставропольский край;Республика Дагестан
00000000335805;Ставропольский край;Алтайский край
00000000362110;Оренбургская область;Алтайский край
00000000362123;Оренбургская область;Республика Татарстан
00000000362128;Оренбургская область;Республика Алтай
00000000362131;Оренбургская область;Ханты-Мансийский автономный округ — Югра
00000000364169;Республика Северная Осетия — Алания;Кемеровская область
00000000364185;Республика Северная Осетия — Алания;Ульяновская область
00000000364202;Республика Северная Осетия — Алания;Москва
00000000366123;Республика Башкортостан;Волгоградская область
00000000366915;Алтайский край;Хабаровский край
00000000367250;Самарская область;Ставропольский край
00000000367850;Республика Адыгея;Ставропольский край
00000000368647;Тверская область;Алтайский край
00000000369110;Воронежская область;Москва
00000000369498;РФ;Республика Хакасия
00000000369593;Московская область;Пермский край
00000000369594;Московская область;Челябинская область
00000000369608;Московская область;Красноярский край
00000000369611;Московская область;Калужская область
00000000369684;Республика Карелия;Новосибирская область
00000000369766;РФ;Ставропольский край
00000000370806;Самарская область;Свердловская область
00000000370874;Краснодарский край;Новосибирская область
00000000370879;Ставропольский край;Алтайский край
00000000370891;Краснодарский край;Алтайский край
00000000371482;РФ;Ханты-Мансийский автономный округ — Югра
00000000371943;Ульяновская область;Алтайский край
00000000372411;Оренбургская область;Волгоградская область
00000000372826;Республика Башкортостан;Республика Дагестан
00000000372989;Севастополь;Московская область
00000000373196;Республика Северная Осетия — Алания;Волгоградская область
00000000373310;Белгородская область;Астраханская область
00000000373359;Краснодарский край;Новосибирская область
00000000373362;Краснодарский край;Ставропольский край
00000000373865;Смоленская область;Новосибирская область
00000000373984;Калининградская область;Москва
00000000373996;Калининградская область;Ростовская область
00000000374007;Брянская область;Ставропольский край
00000000374086;Севастополь;Севастополь
00000000374087;Севастополь;Севастополь
00000000374564;Республика Марий Эл;Ставропольский край
00000000374571;Республика Мордовия;Свердловская область
00000000374586;Республика Мордовия;Санкт-Петербург
00000000374691;Липецкая область;Новосибирская область
00000000374867;Краснодарский край;Хабаровский край
00000000375216;Самарская область;Ставропольский край
00000000375229;Кемеровская область;Хабаровский край
00000000375483;Иркутская область;Кировская область
00000000375577;Томская область;Ленинградская область
00000000375752;Ставропольский край;Алтайский край
00000000375795;Краснодарский край;Новосибирская область
00000000375960;РФ;Астраханская область
00000000376082;Республика Карелия;Москва
00000000376412;Краснодарский край;Алтайский край
00000000376417;Краснодарский край;Самарская область
00000000376547;Саратовская область;Ростовская область
00000000376796;Белгородская область;Ставропольский край
00000000377187;Воронежская область;Москва
00000000377190;Воронежская область;Москва
00000000377487;РФ;Республика Адыгея
00000000377867;Астраханская область;Ставропольский край
00000000378047;Краснодарский край;Ставропольский край
00000000378154;Ивановская область;Алтайский край
00000000378156;Ивановская область;Ставропольский край
00000000378161;Ивановская область;Новосибирская область
00000000378173;Республика Мордовия;Ростовская область
00000000379651;Кировская область;Алтайский край
00000000379737;РФ;Иркутская область
00000000379961;Брянская область;Новосибирская область
00000000380102;Алтайский край;Челябинская область
00000000380445;Тамбовская область;Иркутская область
00000000380448;Тамбовская область;Москва
00000000380450;Санкт-Петербург;Ленинградская область
00000000380459;Самарская область;Республика Дагестан
