id;federal_subject;boundary_name
00000000248507;Ханты-Мансийский автономный округ - Югра;Московская область
00000000248528;Ставропольский край;Республика Дагестан
00000000248564;РФ;Белгородская область
00000000248589;Краснодарский край;Новосибирская область
00000000248604;Тверская область;Ленинградская область
00000000248648;Свердловская область;Курганская область
00000000248649;Волгоградская область;Республика Башкортостан
00000000248681;Ставропольский край;Камчатский край
00000000248691;Севастополь;Севастополь
00000000248707;Новосибирская область;Калининградская область
00000000248757;Забайкальский край;Тульская область
00000000248765;Нижегородская область;Ставропольский край
00000000248768;Амурская область;Пермский край
00000000248777;Иркутская область;Ханты-Мансийский автономный округ — Югра
00000000248778;Иркутская область;Пермский край
00000000248790;Челябинская область;Пермский край
00000000248791;Челябинская область;Республика Коми
00000000248800;Тюменская область;Москва
00000000248802;Амурская область;Пермский край
00000000248814;Амурская область;Пермский край
00000000248832;Омская область;Москва
00000000248863;Еврейская автономная область;Республика Дагестан
00000000248883;Омская область;Москва
00000000248889;Алтайский край;Челябинская область
00000000248917;Самарская область;не найдено
00000000248926;Санкт-Петербург;не найдено
00000000248939;Краснодарский край;Липецкая область
00000000248942;Санкт-Петербург;Калужская область
00000000248943;Санкт-Петербург;Кемеровская область
00000000248950;Тамбовская область;Свердловская область
00000000248958;Московская область;Камчатский край
00000000248973;Нижегородская область;Ставропольский край
00000000248993;Нижегородская область;Тюменская область
00000000249021;Челябинская область;Самарская область
00000000249031;Белгородская область;Москва
00000000249097;Нижегородская область;Республика Дагестан
00000000249171;Москва;Архангельская область
00000000249239;Рязанская область;Ростовская область
00000000249278;Республика Татарстан;Свердловская область
00000000249291;Калининградская область;Свердловская область
00000000249292;Краснодарский край;Новосибирская область
00000000249298;Республика Крым;Кировская область
00000000249305;Москва;Пермский край
00000000249307;Москва;Санкт-Петербург
00000000249308;Москва;Московская область
00000000249312;Москва;Московская область
00000000249316;Москва;Московская область
00000000249317;Москва;Московская область
00000000249326;Московская область;Москва
00000000249327;Московская область;Москва
00000000249332;Вологодская область;Свердловская область
00000000249349;Курская область;Красноярский край
00000000249362;Москва;Орловская область
00000000249392;Республика Саха (Якутия);Челябинская область
00000000249404;Ханты-Мансийский автономный округ - Югра;Московская область
00000000249410;Владимирская область;Сахалинская область
00000000249422;РФ;Московская область
00000000249462;РФ;Саратовская область
00000000249475;Саратовская область;Ивановская область
00000000249512;Москва;Кемеровская область
00000000249516;РФ;Нижегородская область
00000000249525;Челябинская область;Кемеровская область
00000000249559;Костромская область;не найдено
00000000249579;РФ;Липецкая область
00000000249591;Саратовская область;Калининградская область
00000000249604;Новосибирская область;Самарская область
00000000249634;Свердловская область;Республика Мордовия
00000000249636;Свердловская область;Ростовская область
00000000249645;Москва;Волгоградская область
00000000249682;Москва;Саратовская область
00000000249707;Владимирская область;Хабаровский край
00000000249722;Нижегородская область;Курская область
00000000249730;РФ;Новгородская область
00000000249757;Воронежская область;Москва
00000000249767;Челябинская область;Ставропольский край
00000000249788;Чувашская республика;Ростовская область
00000000249789;Томская область;Ставропольский край
00000000249801;Республика Башкортостан;Республика Марий Эл
00000000249813;РФ;Республика Башкортостан
00000000249880;Белгородская область;Волгоградская область
00000000249898;Москва;Астраханская область
00000000249906;Республика Крым;Алтайский край
00000000249932;РФ;Белгородская область
00000000249996;Краснодарский край;Москва
00000000250014;Республика Карелия;Алтайский край
00000000250052;Ставропольский край;Республика Дагестан
00000000250055;Архангельская область;Волгоградская область
00000000250084;Ставропольский край;Краснодарский край
00000000250093;Санкт-Петербург;Республика Татарстан
00000000250114;Ставропольский край;Ярославская область
00000000250143;Республика Бурятия;Ставропольский край
00000000250153;РФ;Республика Бурятия
00000000250155;Республика Бурятия;Нижегородская область
00000000250182;Саратовская область;Москва
00000000250243;Московская область;Тамбовская область
00000000250244;Ставропольский край;Алтайский край
00000000250256;Амурская область;Московская область
00000000250335;Краснодарский край;Алтайский край
00000000250338;Республика Карелия;Челябинская область
00000000250353;Липецкая область;Владимирская область
00000000250386;Владимирская область;Московская область
00000000250546;Кировская область;Калужская область
00000000250578;Омская область;Свердловская область
00000000250619;Чувашская республика;Ставропольский край
00000000250622;Челябинская область;Брянская область
00000000250640;Краснодарский край;Москва
00000000250641;Краснодарский край;Ставропольский край
00000000250648;Карачаево-Черкесская республика;Кабардино-Балкария
00000000250697;Московская область;Самарская область
00000000250704;Санкт-Петербург;Ленинградская область
00000000250795;Краснодарский край;Новосибирская область
00000000250800;Краснодарский край;Алтайский край
00000000250809;Краснодарский край;Алтайский край
00000000250814;Краснодарский край;Алтайский край
00000000250968;Белгородская область;Москва
00000000250995;Санкт-Петербург;Республика Мордовия
00000000250996;Саратовская область;Московская область
00000000251001;Краснодарский край;Алтайский край
00000000251005;Краснодарский край;Новосибирская область
00000000251008;Краснодарский край;Алтайский край
00000000251016;Краснодарский край;Москва
00000000251017;Краснодарский край;Алтайский край
00000000251022;Краснодарский край;Алтайский край
00000000251025;Краснодарский край;Новосибирская область
00000000251026;Краснодарский край;Новосибирская область
00000000251028;Краснодарский край;Новосибирская область
00000000251030;Краснодарский край;Алтайский край
00000000251039;Республика Северная Осетия — Алания;Ульяновская область
00000000251040;Краснодарский край;Новосибирская область
00000000251041;Республика Северная Осетия — Алания;Кемеровская область
00000000251042;Краснодарский край;Новосибирская область
00000000251073;РФ;Республика Башкортостан
00000000251089;РФ;Самарская область
00000000251109;Калужская область;Липецкая область
00000000251110;Калужская область;Ростовская область
00000000251154;Республика Калмыкия;Республика Мордовия
00000000251164;Белгородская область;Республика Марий Эл
00000000251189;Ростовская область;Республика Дагестан
00000000251216;Сахалинская область;Ростовская область
00000000251231;Краснодарский край;Алтайский край
00000000251241;Иркутская область;Москва
00000000251268;Владимирская область;Новосибирская область
00000000251274;Белгородская область;Москва
00000000251324;Новосибирская область;Санкт-Петербург
00000000251347;Москва;Московская область
00000000251357;РФ;Республика Алтай
00000000251375;РФ;Алтайский край
00000000251435;Иркутская область;Московская область
00000000251454;Новосибирская область;Москва
00000000251462;Краснодарский край;Новосибирская область
00000000251483;Москва;Пермский край
00000000251509;РФ;Омская область
00000000251549;РФ;не найдено
00000000251614;Пензенская область;Республика Марий Эл
00000000251616;Ставропольский край;Республика Дагестан
00000000251637;Краснодарский край;Алтайский край
00000000251642;Республика Карелия;Ставропольский край
00000000251661;Краснодарский край;Новосибирская область
00000000251662;Смоленская область;Республика Дагестан
00000000251716;РФ;Московская область
00000000251727;Новосибирская область;Хабаровский край
00000000251741;Оренбургская область;Ростовская область
00000000251747;РФ;Сахалинская область
00000000251751;Сахалинская область;Ставропольский край
00000000251808;Курская область;Республика Башкортостан
00000000251903;Томская область;Кемеровская область
00000000251905;Краснодарский край;Алтайский край
00000000251927;Республика Башкортостан;Чеченская республика
00000000251984;Москва;Пермский край
00000000251989;Республика Марий Эл;Республика Мордовия
00000000252058;Республика Татарстан;Челябинская область
00000000252065;Республика Татарстан;Новгородская область
00000000252078;Республика Коми;Калининградская область
00000000252103;Московская область;Республика Карелия
00000000252141;Алтайский край;Республика Карелия
00000000252143;Омская область;Алтайский край
00000000252168;Краснодарский край;Алтайский край
00000000252181;Тульская область;Тверская область
00000000252196;Белгородская область;Воронежская область
00000000252332;Краснодарский край;Алтайский край
00000000252370;Чувашская республика;Алтайский край
00000000252375;Тюменская область;Москва
00000000252423;Ханты-Мансийский автономный округ - Югра;Москва
00000000252434;Москва;Пермский край
00000000252454;Москва;Московская область
00000000252455;Москва;Московская область
00000000252492;Смоленская область;Краснодарский край
00000000252501;Ивановская область;Омская область
00000000252544;Новосибирская область;Московская область
00000000252580;РФ;Республика Башкортостан
00000000252586;Нижегородская область;Москва
00000000252604;Амурская область;Республика Адыгея
00000000252619;Иркутская область;Московская область
00000000252620;Иркутская область;не найдено
00000000252623;РФ;Пензенская область
00000000252633;Республика Крым;Амурская область
00000000252655;Ханты-Мансийский автономный округ - Югра;Московская область
00000000252657;Ханты-Мансийский автономный округ - Югра;Ленинградская область
00000000252741;Пермский край;Кемеровская область
00000000252744;Краснодарский край;Москва
00000000252820;Челябинская область;Республика Марий Эл
00000000252837;РФ;Московская область
00000000252852;Республика Саха (Якутия);Ульяновская область
00000000252936;Краснодарский край;Ставропольский край
00000000253015;Москва;Астраханская область
00000000253019;Свердловская область;Архангельская область
00000000253040;Московская область;Калужская область
00000000253064;Кировская область;Свердловская область
00000000253069;Кировская область;Республика Марий Эл
00000000253072;Кировская область;Москва
00000000253074;Кировская область;Архангельская область
00000000253080;Кировская область;Калужская область
00000000253081;Кировская область;Ульяновская область
00000000253124;Республика Башкортостан;Свердловская область
00000000253125;Республика Татарстан;Краснодарский край
00000000253128;Московская область;Нижегородская область
00000000253140;Мурманская область;Москва
00000000253157;Самарская область;Тульская область
00000000253202;Пермский край;Москва
00000000253205;Республика Татарстан;Республика Дагестан
00000000253210;Республика Карелия;Алтайский край
00000000253213;Республика Карелия;Новосибирская область
00000000253240;Липецкая область;Калужская область
00000000253330;Москва;Московская область
00000000253349;Томская область;Воронежская область
00000000253356;Ямало-Ненецкий автономный округ;Республика Калмыкия
00000000253374;РФ;Свердловская область
00000000253398;РФ;Ставропольский край
00000000253445;Севастополь;Севастополь
00000000253459;Орловская область;Московская область
00000000253485;Ивановская область;Владимирская область
00000000253527;Нижегородская область;Республика Мордовия
00000000253539;РФ;Приморский край
00000000253628;Астраханская область;Ханты-Мансийский автономный округ — Югра
00000000253634;Астраханская область;Красноярский край
00000000253637;Астраханская область;Хабаровский край
00000000253641;Астраханская область;Ханты-Мансийский автономный округ — Югра
00000000253655;Астраханская область;Калужская область
00000000253656;Астраханская область;Ханты-Мансийский автономный округ — Югра
00000000253657;Астраханская область;Новосибирская область
00000000253660;Астраханская область;Москва
00000000253679;Краснодарский край;Ленинградская область
00000000253786;Костромская область;Республика Адыгея
00000000253802;Московская область;Новгородская область
00000000253803;Ивановская область;Воронежская область
00000000253804;Московская область;Ленинградская область
00000000253830;Волгоградская область;Воронежская область
00000000253855;Липецкая область;Ставропольский край
00000000253867;Рязанская область;Волгоградская область
00000000253869;Рязанская область;Забайкальский край
00000000253933;Санкт-Петербург;Краснодарский край
00000000253935;Республика Татарстан;Новосибирская область
00000000253973;Чувашская республика;Красноярский край
00000000253989;Иркутская область;Пермский край
00000000253997;Челябинская область;Оренбургская область
00000000254002;РФ;Свердловская область
00000000254004;Новосибирская область;Санкт-Петербург
00000000254033;Псковская область;Нижегородская область
00000000254038;РФ;Приморский край
00000000254120;Москва;Архангельская область
00000000254127;РФ;Москва
00000000254131;Астраханская область;Алтайский край
00000000254133;Санкт-Петербург;Московская область
00000000254155;Астраханская область;Новосибирская область
00000000254169;Республика Башкортостан;Сахалинская область
00000000254175;Краснодарский край;Новосибирская область
00000000254177;Новосибирская область;Санкт-Петербург
00000000254254;Санкт-Петербург;Кемеровская область
00000000254256;Москва;Московская область
00000000254278;Москва;Пермский край
00000000254280;Московская область;Кемеровская область
00000000254296;Самарская область;Москва
00000000254335;Московская область;Нижегородская область
00000000254373;Красноярский край;Республика Хакасия
00000000254383;Республика Бурятия;Ростовская область
00000000254385;Красноярский край;Ставропольский край
00000000254413;Краснодарский край;Хабаровский край
00000000254431;РФ;Ленинградская область
00000000254448;Липецкая область;Алтайский край
00000000254493;Москва;Московская область
00000000254573;Кировская область;Ямало-Ненецкий автономный округ
00000000254615;Псковская область;Кабардино-Балкария
00000000254645;Московская область;Ленинградская область
00000000254647;Московская область;Нижегородская область
00000000254706;Владимирская область;Московская область
00000000254748;Краснодарский край;Алтайский край
00000000254755;Челябинская область;Краснодарский край
00000000254758;Самарская область;Московская область
00000000254778;Омская область;Самарская область
00000000254798;Республика Крым;Республика Мордовия
00000000254926;Белгородская область;Пермский край
00000000254946;Краснодарский край;Новосибирская область
00000000254989;Санкт-Петербург;Ленинградская область
00000000254992;Санкт-Петербург;Ленинградская область
00000000255003;РФ;Воронежская область
00000000255087;Вологодская область;Ставропольский край
00000000255116;Республика Башкортостан;не найдено
00000000255134;Еврейская автономная область;Республика Татарстан
00000000255138;Еврейская автономная область;Саратовская область
00000000255140;Еврейская автономная область;Алтайский край
00000000255172;Краснодарский край;Новосибирская область
00000000255174;Краснодарский край;Самарская область
00000000255184;Саратовская область;Краснодарский край
00000000255187;Краснодарский край;Красноярский край
00000000255193;Саратовская область;Московская область
00000000255241;РФ;Самарская область
00000000255266;Пермский край;Самарская область
00000000255348;Москва;Томская область
00000000255384;Костромская область;Новосибирская область
00000000255411;Архангельская область;Пермский край
00000000255485;Ямало-Ненецкий автономный округ;Ханты-Мансийский автономный округ — Югра
00000000255488;Ямало-Ненецкий автономный округ;не найдено
00000000255495;Ямало-Ненецкий автономный округ;не найдено
00000000255499;Ямало-Ненецкий автономный округ;Республика Дагестан
00000000255512;Севастополь;Севастополь
00000000255513;Севастополь;Севастополь
00000000255514;Севастополь;Севастополь
00000000255515;Севастополь;Севастополь
00000000255521;Севастополь;Севастополь
00000000255523;Севастополь;Севастополь
00000000255529;Севастополь;Севастополь
00000000255531;Севастополь;Севастополь
00000000255537;Вологодская область;Свердловская область
00000000255547;Вологодская область;Удмуртская республика
00000000255570;Ямало-Ненецкий автономный округ;Ростовская область
00000000255646;Вологодская область;Белгородская область
00000000255676;Вологодская область;Пермский край
00000000255687;Вологодская область;Нижегородская область
00000000255688;Белгородская область;Тверская область
00000000255739;Костромская область;Республика Дагестан
00000000255760;Оренбургская область;Челябинская область
00000000255763;Архангельская область;Новгородская область
00000000255778;Тамбовская область;Республика Дагестан
00000000255828;Сахалинская область;Ростовская область
00000000255838;Еврейская автономная область;Республика Алтай
00000000255861;Омская область;Свердловская область
00000000255897;Карачаево-Черкесская республика;Калининградская область
00000000255898;Карачаево-Черкесская республика;Волгоградская область
00000000255902;Карачаево-Черкесская республика;Пермский край
00000000255909;Карачаево-Черкесская республика;Саратовская область
00000000255936;Карачаево-Черкесская республика;Саратовская область
00000000255961;Астраханская область;Калужская область
00000000255971;РФ;Ивановская область
00000000256034;Астраханская область;Ханты-Мансийский автономный округ — Югра
00000000256040;Астраханская область;Хабаровский край
00000000256074;Астраханская область;Самарская область
00000000256108;Московская область;Свердловская область
00000000256192;Тверская область;Брянская область
00000000256206;Курская область;Москва
00000000256212;Вологодская область;Пензенская область
00000000256271;Пермский край;Самарская область
00000000256272;РФ;Московская область
00000000256277;Воронежская область;Москва
00000000256285;Иркутская область;Ростовская область
00000000256316;Владимирская область;Московская область
00000000256324;Пермский край;Самарская область
00000000256362;Ставропольский край;Пермский край
00000000256383;Чувашская республика;Республика Хакасия
00000000256413;Краснодарский край;Волгоградская область
00000000256472;Ставропольский край;Алтайский край
00000000256491;Челябинская область;Владимирская область
00000000256559;Астраханская область;Санкт-Петербург
00000000256605;РФ;Свердловская область
00000000256615;Волгоградская область;Ярославская область
00000000256636;Краснодарский край;Новосибирская область
00000000256641;Краснодарский край;Москва
00000000256688;РФ;Московская область
00000000256701;Костромская область;Ставропольский край
00000000256707;РФ;Саратовская область
00000000256758;Краснодарский край;Новосибирская область
00000000256774;Краснодарский край;Новосибирская область
00000000256791;РФ;Сахалинская область
00000000256818;Иркутская область;Республика Дагестан
00000000256828;Иркутская область;Республика Дагестан
00000000256839;Республика Бурятия;Алтайский край
00000000256858;Астраханская область;Челябинская область
00000000256869;Астраханская область;Ростовская область
00000000256889;Санкт-Петербург;не найдено
00000000256922;Липецкая область;Астраханская область
00000000256967;Самарская область;не найдено
00000000256975;Краснодарский край;Новосибирская область
00000000256981;Тульская область;Волгоградская область
00000000256984;Республика Башкортостан;Московская область
00000000256986;Москва;Московская область
00000000256996;Астраханская область;Кемеровская область
00000000257003;Астраханская область;Кемеровская область
00000000257049;Краснодарский край;Ставропольский край
00000000257065;Москва;Московская область
00000000257090;Мурманская область;Санкт-Петербург
00000000257092;РФ;Пензенская область
00000000257100;Кировская область;Алтайский край
00000000257140;РФ;Ростовская область
00000000257190;РФ;Москва
00000000257212;РФ;Московская область
00000000257241;Республика Татарстан;не найдено
00000000257270;Воронежская область;Республика Дагестан
00000000257294;Республика Татарстан;Хабаровский край
00000000257296;Республика Татарстан;не найдено
00000000257297;Республика Татарстан;Московская область
00000000257298;Республика Татарстан;Вологодская область
00000000257300;Республика Татарстан;Иркутская область
00000000257319;Астраханская область;Иркутская область
00000000257327;Самарская область;Оренбургская область
00000000257424;РФ;Саратовская область
00000000257443;РФ;Московская область
00000000257454;Омская область;Ленинградская область
00000000257490;Республика Адыгея;Москва
00000000257523;Краснодарский край;Республика Дагестан
00000000257578;Пермский край;Ростовская область
00000000257620;Республика Бурятия;Санкт-Петербург
00000000257623;Санкт-Петербург;Москва
00000000257632;Республика Саха (Якутия);Краснодарский край
00000000257637;Московская область;Тюменская область
00000000257641;Республика Саха (Якутия);Челябинская область
00000000257645;Республика Саха (Якутия);Ростовская область
00000000257646;Республика Саха (Якутия);Новосибирская область
00000000257654;Республика Саха (Якутия);Москва
00000000257700;Санкт-Петербург;не найдено
00000000257730;Санкт-Петербург;Москва
00000000257770;Санкт-Петербург;Ленинградская область
00000000257789;Севастополь;Севастополь
00000000257795;Санкт-Петербург;Тверская область
00000000257800;Воронежская область;Москва
00000000257803;Санкт-Петербург;Астраханская область
00000000257809;Санкт-Петербург;Москва
00000000257818;Санкт-Петербург;Самарская область
00000000257821;Санкт-Петербург;Челябинская область
00000000257826;Санкт-Петербург;Москва
00000000257832;Краснодарский край;Ставропольский край
00000000257834;Санкт-Петербург;Ставропольский край
00000000257935;Санкт-Петербург;Ставропольский край
00000000257937;Санкт-Петербург;Москва
00000000257938;Санкт-Петербург;Самарская область
00000000257939;Санкт-Петербург;Кемеровская область
00000000257943;Санкт-Петербург;Самарская область
00000000257949;Санкт-Петербург;Ленинградская область
00000000257978;Санкт-Петербург;не найдено
00000000257981;Санкт-Петербург;не найдено
00000000258000;Санкт-Петербург;Самарская область
00000000258006;Санкт-Петербург;Калужская область
00000000258014;РФ;Санкт-Петербург
00000000258049;Санкт-Петербург;Пермский край
00000000258059;Санкт-Петербург;Кемеровская область
00000000258067;Санкт-Петербург;Пермский край
00000000258089;Тульская область;Калининградская область
00000000258090;Москва;Московская область
00000000258120;Республика Северная Осетия — Алания;Тверская область
00000000258128;Пермский край;Ростовская область
00000000258160;Санкт-Петербург;Ленинградская область
00000000258216;Ульяновская область;Краснодарский край
00000000258276;Санкт-Петербург;Москва
00000000258309;Санкт-Петербург;Пермский край
00000000258315;РФ;Санкт-Петербург
00000000258316;РФ;Санкт-Петербург
00000000258318;Санкт-Петербург;Ставропольский край
00000000258412;Москва;Московская область
00000000258426;РФ;Санкт-Петербург
00000000258455;Московская область;Красноярский край
00000000258531;Санкт-Петербург;Ставропольский край
00000000258532;Санкт-Петербург;Ставропольский край
00000000258539;Санкт-Петербург;Алтайский край
00000000258541;Санкт-Петербург;Алтайский край
00000000258549;Санкт-Петербург;Ставропольский край
00000000258553;Санкт-Петербург;Ставропольский край
00000000258556;Санкт-Петербург;Пермский край
00000000258558;Санкт-Петербург;Ставропольский край
00000000258560;Санкт-Петербург;Ставропольский край
00000000258562;Санкт-Петербург;Самарская область
00000000258567;Санкт-Петербург;Ставропольский край
00000000258573;Санкт-Петербург;Ставропольский край
00000000258580;Санкт-Петербург;Ставропольский край
00000000258584;Санкт-Петербург;Новосибирская область
00000000258651;Санкт-Петербург;не найдено
00000000258652;Чувашская республика;Воронежская область
00000000258672;Ульяновская область;Самарская область
00000000258689;Хабаровский край;Тюменская область
00000000258702;Республика Башкортостан;Республика Татарстан
00000000258710;Республика Башкортостан;Чувашская республика
00000000258711;Чувашская республика;Республика Хакасия
00000000258732;Тюменская область;Москва
00000000258750;РФ;Ставропольский край
00000000258756;Санкт-Петербург;Омская область
00000000258767;Нижегородская область;Челябинская область
00000000258775;Санкт-Петербург;Московская область
00000000258779;РФ;Санкт-Петербург
00000000258781;Санкт-Петербург;Самарская область
00000000258805;РФ;Санкт-Петербург
00000000258817;РФ;Санкт-Петербург
00000000258829;РФ;Санкт-Петербург
00000000258877;Санкт-Петербург;Самарская область
00000000258909;Санкт-Петербург;Самарская область
00000000258978;Санкт-Петербург;Самарская область
00000000258992;Санкт-Петербург;Республика Адыгея
00000000259015;РФ;Санкт-Петербург
00000000259099;РФ;Санкт-Петербург
00000000259111;Санкт-Петербург;Ставропольский край
00000000259114;Краснодарский край;Иркутская область
00000000259119;РФ;Санкт-Петербург
00000000259125;РФ;Свердловская область
00000000259128;РФ;Санкт-Петербург
00000000259134;Санкт-Петербург;Ставропольский край
00000000259137;Санкт-Петербург;Самарская область
00000000259155;РФ;Санкт-Петербург
00000000259188;Нижегородская область;Новгородская область
00000000259197;Санкт-Петербург;Ставропольский край
00000000259199;Санкт-Петербург;Ставропольский край
00000000259200;Санкт-Петербург;Ставропольский край
00000000259202;Санкт-Петербург;Новосибирская область
00000000259228;Санкт-Петербург;Ставропольский край
00000000259231;Санкт-Петербург;Самарская область
00000000259239;РФ;Санкт-Петербург
00000000259241;Новосибирская область;Свердловская область
00000000259261;Санкт-Петербург;Ставропольский край
00000000259264;Санкт-Петербург;Алтайский край
00000000259269;Санкт-Петербург;Ставропольский край
00000000259273;Санкт-Петербург;Ставропольский край
00000000259279;РФ;Санкт-Петербург
00000000259280;Санкт-Петербург;Ставропольский край
00000000259304;Санкт-Петербург;Ставропольский край
00000000259310;Санкт-Петербург;Ставропольский край
00000000259319;РФ;Санкт-Петербург
00000000259332;Санкт-Петербург;Ставропольский край
00000000259334;Санкт-Петербург;Новосибирская область
00000000259348;Москва;Московская область
00000000259358;Санкт-Петербург;Самарская область
00000000259448;Республика Хакасия;Московская область
00000000259502;Ростовская область;Пермский край
00000000259518;РФ;Санкт-Петербург
00000000259526;РФ;Санкт-Петербург
00000000259535;Москва;Московская область
00000000259567;Ленинградская область;Челябинская область
00000000259610;Ярославская область;Ростовская область
00000000259614;Московская область;Республика Марий Эл
00000000259618;РФ;Санкт-Петербург
00000000259621;РФ;Санкт-Петербург
00000000259645;Воронежская область;Москва
00000000259660;Краснодарский край;Ставропольский край
00000000259662;Краснодарский край;Ростовская область
00000000259682;Санкт-Петербург;Ленинградская область
00000000259688;Санкт-Петербург;Республика Башкортостан
00000000259698;Санкт-Петербург;Ставропольский край
00000000259704;Пензенская область;Свердловская область
00000000259715;Оренбургская область;Кировская область
00000000259727;Московская область;Самарская область
00000000259822;Красноярский край;Московская область
00000000259886;Астраханская область;Челябинская область
00000000259888;Астраханская область;Республика Мордовия
00000000259904;Астраханская область;Волгоградская область
00000000259906;Астраханская область;Челябинская область
00000000259913;Астраханская область;Свердловская область
00000000259917;Астраханская область;Санкт-Петербург
00000000259921;Астраханская область;Свердловская область
00000000259927;Астраханская область;Волгоградская область
00000000259937;Астраханская область;Волгоградская область
00000000259947;Астраханская область;Свердловская область
00000000259949;Астраханская область;Саратовская область
